id,src,dst
2090,23,624
2091,23,233
2092,23,58
2093,23,349
2094,23,1325
2095,23,567
2096,23,86
2097,23,163
2098,23,337
2099,23,703
2100,23,90
2101,23,779
2102,23,62
2103,23,6
2104,23,181
2105,23,369
2106,23,30
2107,23,1352
2108,23,45
2109,23,54
2110,23,944
2111,23,35
2112,23,35
2113,23,24
2114,23,24
2115,23,24
2116,23,24
2117,23,12
2118,23,12
2119,23,12
2120,23,26
2121,23,26
2122,23,19
2123,23,19
2124,23,19
2125,23,552
2126,23,104
2127,23,994
2128,23,21
2129,23,50
2130,23,50
2131,23,336
2132,23,584
2133,23,5
2134,23,221
2135,23,85
2136,23,47
2137,23,43
2138,23,20
2139,23,206
2140,23,721
2141,23,31
2142,23,124
2143,23,461
2144,23,1420
2145,23,334
2146,23,592
2147,23,80
2148,23,194
2149,23,1416
9694,23,926
9695,23,495
9696,23,489
9697,23,407
9698,23,1231
9699,23,1275
9700,23,633
9701,23,1041
2150,24,53
2151,24,53
2152,24,32
2153,24,32
2154,24,40
2155,24,960
2156,24,34
2157,24,34
2158,24,34
2159,24,34
2160,24,100
2161,24,38
2162,24,38
2163,24,38
2164,24,38
2165,24,38
2166,24,9
2167,24,328
2168,24,11
2169,24,11
2170,24,11
2171,24,11
2172,24,18
2173,24,1230
2174,24,31
2175,24,31
2176,24,31
2177,24,35
2178,24,35
2179,24,647
2180,24,10
2181,24,10
2182,24,1003
2183,24,329
2184,24,329
2185,24,346
2186,24,217
2187,24,217
2188,24,101
2189,24,970
2190,24,30
2191,24,44
2192,24,44
2193,24,133
2194,24,350
2195,24,106
2196,24,106
2197,24,117
2198,24,33
2199,24,33
2200,24,33
2201,24,20
2202,24,20
2203,24,95
2204,24,28
2205,24,13
2206,24,13
2207,24,13
2208,24,163
2209,24,48
2210,24,79
2211,24,17
2212,24,17
2213,24,361
2214,24,251
2215,24,93
2216,24,47
2217,24,47
2218,24,47
2219,24,47
2220,24,5
2221,24,5
2222,24,76
2223,24,23
2224,24,23
2225,24,16
2226,24,1005
2227,24,62
2228,24,65
2229,24,738
2230,24,82
2231,24,708
2232,24,12
2233,24,51
2234,24,655
2235,24,357
2236,24,130
2237,24,645
2238,24,81
2239,24,68
2240,24,68
2241,24,68
2242,24,22
2243,24,291
2244,24,69
2245,24,7
2246,24,7
2247,24,19
2248,24,19
2249,24,1333
2250,24,197
2251,24,322
2252,24,441
2253,24,870
2254,24,4
2255,24,154
2256,24,37
2257,24,42
2258,24,14
2259,24,290
2260,24,881
2261,24,60
2262,24,29
2263,24,29
2264,24,314
2265,24,282
2266,24,125
2267,24,722
9605,24,87
2268,25,112
2269,25,24
2270,25,24
2271,25,24
2272,25,24
2273,25,12
2274,25,44
2275,25,27
2276,25,27
2277,25,18
2278,25,18
2279,25,18
2280,25,1015
2281,25,42
2282,25,42
2283,25,104
2284,25,54
2285,25,29
2286,25,29
2287,25,14
2288,25,14
2289,25,14
2290,25,62
2291,25,91
2292,25,30
2293,25,30
2294,25,746
2295,25,15
2296,25,315
2297,25,86
2298,25,51
2299,25,22
2300,25,22
2301,25,59
2302,25,906
2303,25,10
2304,25,10
2305,25,10
2306,25,10
2307,25,1042
2308,25,32
2309,25,32
2310,25,47
2311,25,979
2312,25,38
2313,25,48
2314,25,48
2315,25,36
2316,25,20
2317,25,20
2318,25,20
2319,25,69
2320,25,69
2321,25,381
2322,25,39
2323,25,39
2324,25,1230
2325,25,880
2326,25,13
2327,25,13
2328,25,13
2329,25,28
2330,25,28
2331,25,16
2332,25,177
2333,25,776
2334,25,58
2335,25,82
2336,25,82
2337,25,644
2338,25,715
2339,25,76
2340,25,640
2341,25,26
2342,25,34
2343,25,34
2344,25,34
2345,25,124
2346,25,75
2347,25,117
2348,25,107
2349,25,100
2350,25,17
2351,25,17
2352,25,50
2353,25,64
2354,25,64
2355,25,68
2356,25,72
2357,25,53
2358,25,65
2359,25,9
2360,25,35
2361,25,35
2362,25,35
2363,25,238
2364,25,1428
2365,25,202
2366,25,11
2367,25,657
2368,25,94
2369,25,774
2370,25,150
2371,25,210
2372,25,31
2373,25,33
2374,25,33
2375,25,952
2376,25,309
2377,25,19
2378,25,77
2379,25,77
2380,25,77
2381,25,8
2382,25,445
2383,25,23
2384,25,52
2385,25,706
2386,25,43
2387,25,301
2388,25,390
10108,25,162
2389,26,24
2390,26,48
2391,26,48
2392,26,23
2393,26,23
2394,26,23
2395,26,14
2396,26,14
2397,26,14
2398,26,14
2399,26,536
2400,26,19
2401,26,19
2402,26,19
2403,26,151
2404,26,161
2405,26,339
2406,26,13
2407,26,179
2408,26,589
2409,26,25
2410,26,862
2411,26,332
2412,26,69
2413,26,18
2414,26,18
2415,26,18
2416,26,17
2417,26,17
2418,26,17
2419,26,283
2420,26,28
2421,26,368
2422,26,107
2423,26,16
2424,26,100
2425,26,38
2426,26,38
2427,26,1218
2428,26,358
2429,26,52
2430,26,1023
2431,26,353
2432,26,1380
2433,26,704
2434,26,84
2435,26,77
2436,26,82
2437,26,37
2438,26,37
2439,26,37
2440,26,160
2441,26,83
2442,26,31
2443,26,31
2444,26,173
2445,26,144
2446,26,35
2447,26,610
2448,26,340
2449,26,892
2450,26,46
2451,26,46
2452,26,297
2453,26,12
2454,26,12
2455,26,345
2456,26,33
2457,26,33
2458,26,394
2459,26,664
2460,26,39
2461,26,90
2462,26,9
2463,26,113
2464,26,194
2465,26,32
2466,26,32
2467,26,47
2468,26,105
2469,26,127
2470,26,34
2471,26,34
2472,26,119
2473,26,196
2474,26,4
2475,26,40
2476,26,40
2477,26,166
2478,26,203
2479,26,302
2480,26,60
2481,26,60
2482,26,59
2483,26,213
2484,26,111
2485,26,15
2486,26,15
2487,26,10
2488,26,44
2489,26,102
2490,26,102
2491,26,436
2492,26,331
2493,26,737
2494,26,440
2495,26,6
2496,26,7
2497,26,989
2498,26,63
2499,26,341
2500,26,27
2501,26,22
2502,26,21
2503,26,1160
2504,26,172
2505,26,773
2506,26,971
2507,26,41
2508,26,110
2509,26,900
10122,26,727
2510,27,628
2511,27,327
2512,27,56
2513,27,91
2514,27,10
2515,27,10
2516,27,377
2517,27,1024
2518,27,344
2519,27,1248
2520,27,32
2521,27,1183
2522,27,243
2523,27,310
2524,27,93
2525,27,934
2526,27,212
2527,27,20
2528,27,20
2529,27,20
2530,27,36
2531,27,36
2532,27,1216
2533,27,100
2534,27,33
2535,27,33
2536,27,33
2537,27,33
2538,27,33
2539,27,1199
2540,27,250
2541,27,73
2542,27,158
2543,27,60
2544,27,60
2545,27,60
2546,27,48
2547,27,40
2548,27,11
2549,27,1090
2550,27,647
2551,27,299
2552,27,90
2553,27,90
2554,27,8
2555,27,45
2556,27,45
2557,27,980
2558,27,9
2559,27,5
2560,27,328
2561,27,16
2562,27,16
2563,27,16
2564,27,200
2565,27,24
2566,27,24
2567,27,24
2568,27,25
2569,27,25
2570,27,25
2571,27,25
2572,27,242
2573,27,959
2574,27,21
2575,27,21
2576,27,17
2577,27,17
2578,27,17
2579,27,17
2580,27,62
2581,27,62
2582,27,118
2583,27,18
2584,27,18
2585,27,18
2586,27,34
2587,27,34
2588,27,51
2589,27,51
2590,27,313
2591,27,46
2592,27,46
2593,27,89
2594,27,1
2595,27,65
2596,27,692
2597,27,61
2598,27,92
2599,27,332
2600,27,777
2601,27,55
2602,27,43
2603,27,43
2604,27,43
2605,27,115
2606,27,49
2607,27,75
2608,27,644
2609,27,84
2610,27,111
2611,27,713
2612,27,165
2613,27,189
2614,27,162
2615,27,206
2616,27,101
2617,27,19
2618,27,19
2619,27,348
2620,27,199
2621,27,83
2622,27,1098
2623,27,156
2624,27,81
2625,27,44
2626,27,670
2627,27,169
2628,27,95
2629,27,658
2630,27,943
2631,28,122
2632,28,187
2633,28,13
2634,28,13
2635,28,37
2636,28,37
2637,28,33
2638,28,33
2639,28,33
2640,28,20
2641,28,29
2642,28,29
2643,28,29
2644,28,17
2645,28,17
2646,28,34
2647,28,34
2648,28,328
2649,28,35
2650,28,115
2651,28,115
2652,28,244
2653,28,6
2654,28,130
2655,28,86
2656,28,86
2657,28,22
2658,28,38
2659,28,44
2660,28,44
2661,28,41
2662,28,542
2663,28,74
2664,28,80
2665,28,42
2666,28,53
2667,28,677
2668,28,11
2669,28,11
2670,28,11
2671,28,973
2672,28,704
2673,28,52
2674,28,52
2675,28,438
2676,28,16
2677,28,16
2678,28,9
2679,28,921
2680,28,186
2681,28,1022
2682,28,12
2683,28,12
2684,28,36
2685,28,744
2686,28,61
2687,28,1237
2688,28,46
2689,28,239
2690,28,31
2691,28,23
2692,28,55
2693,28,10
2694,28,26
2695,28,119
2696,28,119
2697,28,634
2698,28,32
2699,28,731
2700,28,1059
2701,28,134
2702,28,970
2703,28,73
2704,28,14
2705,28,14
2706,28,763
2707,28,306
2708,28,182
2709,28,25
2710,28,1066
2711,28,18
2712,28,18
2713,28,207
2714,28,348
2715,28,1222
2716,28,30
2717,28,54
2718,28,54
2719,28,575
2720,28,147
2721,28,56
2722,28,5
2723,28,345
2724,28,165
2725,28,72
2726,28,7
2727,28,380
2728,28,40
2729,28,77
2730,28,330
2731,28,1236
2732,28,43
2733,28,171
2734,28,67
2735,28,332
2736,28,451
2737,29,9
2738,29,309
2739,29,889
2740,29,77
2741,29,18
2742,29,369
2743,29,32
2744,29,1036
2745,29,1211
2746,29,160
2747,29,947
2748,29,115
2749,29,349
2750,29,85
2751,29,1075
2752,29,15
2753,29,15
2754,29,15
2755,29,15
2756,29,15
2757,29,143
2758,29,143
2759,29,90
2760,29,2
2761,29,13
2762,29,17
2763,29,750
2764,29,22
2765,29,22
2766,29,46
2767,29,70
2768,29,70
2769,29,65
2770,29,65
2771,29,49
2772,29,49
2773,29,392
2774,29,443
2775,29,21
2776,29,1068
2777,29,27
2778,29,79
2779,29,79
2780,29,10
2781,29,10
2782,29,877
2783,29,34
2784,29,144
2785,29,110
2786,29,64
2787,29,153
2788,29,153
2789,29,108
2790,29,6
2791,29,345
2792,29,23
2793,29,24
2794,29,24
2795,29,33
2796,29,55
2797,29,103
2798,29,630
2799,29,149
2800,29,84
2801,29,206
2802,29,11
2803,29,11
2804,29,460
2805,29,460
2806,29,89
2807,29,57
2808,29,480
2809,29,1192
2810,29,336
2811,29,52
2812,29,30
2813,29,30
2814,29,66
2815,29,8
2816,29,8
2817,29,330
2818,29,370
2819,29,333
2820,29,289
2821,29,128
2822,29,97
2823,29,62
2824,29,62
2825,29,665
2826,29,755
2827,29,374
2828,29,51
2829,29,51
2830,29,1228
2831,29,118
2832,29,118
2833,29,87
2834,29,104
2835,29,19
2836,29,19
2837,29,1215
2838,29,199
2839,29,39
2840,29,1208
2841,29,38
2842,29,1391
2843,29,31
2844,30,35
2845,30,82
2846,30,91
2847,30,245
2848,30,26
2849,30,211
2850,30,39
2851,30,39
2852,30,189
2853,30,31
2854,30,53
2855,30,151
2856,30,151
2857,30,32
2858,30,32
2859,30,32
2860,30,32
2861,30,41
2862,30,41
2863,30,398
2864,30,83
2865,30,9
2866,30,1191
2867,30,135
2868,30,1167
2869,30,485
2870,30,193
2871,30,57
2872,30,171
2873,30,537
2874,30,46
2875,30,716
2876,30,89
2877,30,281
2878,30,28
2879,30,28
2880,30,28
2881,30,52
2882,30,965
2883,30,119
2884,30,59
2885,30,59
2886,30,58
2887,30,3
2888,30,65
2889,30,8
2890,30,8
2891,30,72
2892,30,21
2893,30,7
2894,30,38
2895,30,24
2896,30,24
2897,30,24
2898,30,604
2899,30,107
2900,30,296
2901,30,17
2902,30,185
2903,30,1016
2904,30,116
2905,30,116
2906,30,56
2907,30,23
2908,30,23
2909,30,23
2910,30,50
2911,30,177
2912,30,284
2913,30,63
2914,30,63
2915,30,18
2916,30,29
2917,30,29
2918,30,29
2919,30,238
2920,30,493
2921,30,991
2922,30,1035
2923,30,55
2924,30,43
2925,30,34
2926,30,279
2927,30,203
2928,30,166
2929,30,482
2930,30,15
2931,30,27
2932,30,27
2933,30,27
2934,30,1256
2935,30,236
2936,30,303
2937,30,715
2938,30,37
2939,30,70
2940,30,144
2941,30,1
2942,30,184
2943,30,389
2944,30,16
2945,30,111
2946,30,25
2947,30,630
2948,30,109
2949,30,752
2950,31,42
2951,31,42
2952,31,32
2953,31,32
2954,31,32
2955,31,364
2956,31,1407
2957,31,1198
2958,31,53
2959,31,58
2960,31,58
2961,31,74
2962,31,35
2963,31,637
2964,31,56
2965,31,23
2966,31,23
2967,31,92
2968,31,444
2969,31,15
2970,31,938
2971,31,71
2972,31,71
2973,31,71
2974,31,24
2975,31,50
2976,31,50
2977,31,50
2978,31,50
2979,31,5
2980,31,33
2981,31,33
2982,31,362
2983,31,197
2984,31,34
2985,31,541
2986,31,61
2987,31,61
2988,31,59
2989,31,59
2990,31,237
2991,31,18
2992,31,7
2993,31,368
2994,31,36
2995,31,36
2996,31,6
2997,31,43
2998,31,43
2999,31,16
3000,31,16
3001,31,16
3002,31,16
3003,31,11
3004,31,708
3005,31,12
3006,31,1370
3007,31,67
3008,31,14
3009,31,485
3010,31,25
3011,31,242
3012,31,10
3013,31,935
3014,31,83
3015,31,468
3016,31,49
3017,31,185
3018,31,646
3019,31,82
3020,31,1203
3021,31,105
3022,31,145
3023,31,29
3024,31,29
3025,31,81
3026,31,940
3027,31,17
3028,31,17
3029,31,717
3030,31,559
3031,31,1328
3032,31,37
3033,31,211
3034,31,383
3035,31,30
3036,31,337
3037,31,8
3038,31,13
3039,31,13
3040,31,247
3041,31,28
3042,31,28
3043,31,123
3044,31,999
3045,31,48
3046,31,44
3047,31,221
3048,31,27
3049,31,318
3050,31,62
3051,31,97
3052,31,78
3053,31,19
3054,31,980
3055,31,335
3056,32,105
3057,32,9
3058,32,1235
3059,32,44
3060,32,44
3061,32,1386
3062,32,26
3063,32,719
3064,32,581
3065,32,233
3066,32,16
3067,32,16
3068,32,1186
3069,32,360
3070,32,29
3071,32,35
3072,32,35
3073,32,5
3074,32,650
3075,32,1030
3076,32,64
3077,32,28
3078,32,28
3079,32,1171
3080,32,19
3081,32,19
3082,32,19
3083,32,347
3084,32,1179
3085,32,11
3086,32,11
3087,32,11
3088,32,11
3089,32,11
3090,32,250
3091,32,6
3092,32,6
3093,32,338
3094,32,10
3095,32,10
3096,32,10
3097,32,90
3098,32,66
3099,32,336
3100,32,256
3101,32,21
3102,32,21
3103,32,95
3104,32,51
3105,32,51
3106,32,18
3107,32,18
3108,32,1435
3109,32,642
3110,32,31
3111,32,31
3112,32,31
3113,32,52
3114,32,196
3115,32,349
3116,32,73
3117,32,34
3118,32,34
3119,32,34
3120,32,123
3121,32,59
3122,32,59
3123,32,50
3124,32,939
3125,32,93
3126,32,453
3127,32,1077
3128,32,15
3129,32,15
3130,32,344
3131,32,69
3132,32,37
3133,32,533
3134,32,71
3135,32,188
3136,32,160
3137,32,142
3138,32,1415
3139,32,20
3140,32,62
3141,32,166
3142,32,227
3143,32,7
3144,32,450
3145,32,102
3146,32,112
3147,32,283
3148,32,83
3149,32,47
3150,32,893
3151,32,100
3152,32,181
3153,32,396
3154,32,311
3155,32,27
3156,32,363
3157,32,966
3158,32,1331
3159,32,33
3160,32,174
3161,33,182
3162,33,51
3163,33,141
3164,33,46
3165,33,46
3166,33,12
3167,33,12
3168,33,12
3169,33,130
3170,33,14
3171,33,14
3172,33,14
3173,33,326
3174,33,1003
3175,33,324
3176,33,132
3177,33,44
3178,33,35
3179,33,24
3180,33,902
3181,33,32
3182,33,109
3183,33,109
3184,33,597
3185,33,340
3186,33,235
3187,33,13
3188,33,13
3189,33,396
3190,33,29
3191,33,29
3192,33,228
3193,33,40
3194,33,234
3195,33,244
3196,33,15
3197,33,39
3198,33,19
3199,33,20
3200,33,20
3201,33,20
3202,33,25
3203,33,25
3204,33,25
3205,33,95
3206,33,95
3207,33,49
3208,33,204
3209,33,107
3210,33,92
3211,33,34
3212,33,26
3213,33,26
3214,33,65
3215,33,166
3216,33,343
3217,33,203
3218,33,63
3219,33,139
3220,33,1403
3221,33,37
3222,33,1259
3223,33,1231
3224,33,78
3225,33,663
3226,33,50
3227,33,76
3228,33,127
3229,33,11
3230,33,346
3231,33,105
3232,33,28
3233,33,6
3234,33,6
3235,33,31
3236,33,31
3237,33,31
3238,33,58
3239,33,21
3240,33,21
3241,33,21
3242,33,61
3243,33,75
3244,33,981
3245,33,959
3246,33,47
3247,33,956
3248,33,316
3249,33,294
3250,33,735
3251,33,22
3252,33,73
3253,33,866
3254,33,726
3255,33,238
3256,33,68
3257,33,88
3258,33,30
3259,33,1354
3260,33,69
3261,33,172
3262,33,36
3263,33,171
3264,33,565
3265,33,43
3266,34,863
3267,34,61
3268,34,61
3269,34,51
3270,34,48
3271,34,699
3272,34,969
3273,34,91
3274,34,111
3275,34,53
3276,34,53
3277,34,53
3278,34,223
3279,34,27
3280,34,27
3281,34,27
3282,34,28
3283,34,28
3284,34,80
3285,34,24
3286,34,24
3287,34,24
3288,34,32
3289,34,32
3290,34,15
3291,34,15
3292,34,15
3293,34,122
3294,34,43
3295,34,43
3296,34,43
3297,34,40
3298,34,40
3299,34,84
3300,34,46
3301,34,55
3302,34,128
3303,34,83
3304,34,558
3305,34,65
3306,34,933
3307,34,932
3308,34,247
3309,34,281
3310,34,58
3311,34,41
3312,34,1204
3313,34,874
3314,34,636
3315,34,1153
3316,34,972
3317,34,42
3318,34,62
3319,34,308
3320,34,29
3321,34,69
3322,34,45
3323,34,21
3324,34,21
3325,34,21
3326,34,631
3327,34,78
3328,34,78
3329,34,911
3330,34,7
3331,34,49
3332,34,559
3333,34,50
3334,34,14
3335,34,374
3336,34,1050
3337,34,35
3338,34,589
3339,34,200
3340,34,319
3341,34,39
3342,34,108
3343,34,237
3344,34,756
3345,34,584
3346,34,705
3347,34,86
3348,34,26
3349,34,149
3350,34,360
3351,34,187
3352,34,63
3353,34,1233
3354,34,18
3355,34,11
3356,34,36
3357,34,101
3358,34,747
3359,34,70
3360,34,12
3361,34,22
3362,34,996
3363,34,129
3364,34,38
3365,34,20
3366,34,17
3367,34,30
3368,34,30
3369,34,10
3370,34,3
3371,35,1001
3372,35,72
3373,35,72
3374,35,928
3375,35,37
3376,35,37
3377,35,37
3378,35,46
3379,35,46
3380,35,46
3381,35,867
3382,35,4
3383,35,11
3384,35,11
3385,35,11
3386,35,11
3387,35,93
3388,35,43
3389,35,43
3390,35,26
3391,35,26
3392,35,15
3393,35,5
3394,35,635
3395,35,635
3396,35,372
3397,35,10
3398,35,10
3399,35,10
3400,35,61
3401,35,84
3402,35,770
3403,35,176
3404,35,136
3405,35,12
3406,35,12
3407,35,12
3408,35,52
3409,35,1209
3410,35,42
3411,35,42
3412,35,42
3413,35,99
3414,35,955
3415,35,34
3416,35,34
3417,35,101
3418,35,21
3419,35,21
3420,35,91
3421,35,44
3422,35,90
3423,35,1
3424,35,1
3425,35,23
3426,35,79
3427,35,33
3428,35,24
3429,35,24
3430,35,56
3431,35,7
3432,35,22
3433,35,22
3434,35,22
3435,35,14
3436,35,14
3437,35,1233
3438,35,36
3439,35,326
3440,35,405
3441,35,278
3442,35,39
3443,35,302
3444,35,725
3445,35,1040
3446,35,20
3447,35,20
3448,35,64
3449,35,17
3450,35,103
3451,35,253
3452,35,117
3453,35,13
3454,35,13
3455,35,143
3456,35,164
3457,35,164
3458,35,41
3459,35,440
3460,35,115
3461,35,115
3462,35,3
3463,35,402
3464,35,18
3465,35,18
3466,35,32
3467,35,344
3468,35,77
3469,35,738
3470,35,16
3471,35,8
3472,35,327
3473,35,340
3474,35,959
3475,35,319
3476,35,297
3477,36,72
3478,36,58
3479,36,58
3480,36,1033
3481,36,109
3482,36,50
3483,36,16
3484,36,16
3485,36,120
3486,36,43
3487,36,70
3488,36,116
3489,36,618
3490,36,60
3491,36,11
3492,36,11
3493,36,11
3494,36,79
3495,36,1
3496,36,81
3497,36,19
3498,36,19
3499,36,19
3500,36,15
3501,36,15
3502,36,218
3503,36,35
3504,36,30
3505,36,30
3506,36,386
3507,36,71
3508,36,23
3509,36,23
3510,36,23
3511,36,560
3512,36,757
3513,36,22
3514,36,45
3515,36,45
3516,36,916
3517,36,18
3518,36,1332
3519,36,251
3520,36,25
3521,36,25
3522,36,96
3523,36,96
3524,36,1213
3525,36,99
3526,36,99
3527,36,55
3528,36,161
3529,36,89
3530,36,579
3531,36,184
3532,36,27
3533,36,27
3534,36,52
3535,36,52
3536,36,29
3537,36,29
3538,36,31
3539,36,922
3540,36,641
3541,36,13
3542,36,1004
3543,36,7
3544,36,7
3545,36,123
3546,36,28
3547,36,21
3548,36,21
3549,36,21
9646,36,21
3550,36,205
3551,36,455
3552,36,767
3553,36,1194
3554,36,576
3555,36,32
3556,36,83
3557,36,38
3558,36,300
3559,36,97
3560,36,712
3561,36,68
3562,36,651
9644,36,868
9645,36,462
9647,36,1315
9648,36,481
9649,36,439
9650,36,559
9651,36,1230
3563,37,952
3564,37,50
3565,37,50
3566,37,51
3567,37,211
3568,37,17
3569,37,70
3570,37,76
3571,37,956
3572,37,978
3573,37,47
3574,37,47
3575,37,333
3576,37,74
3577,37,29
3578,37,57
3579,37,661
3580,37,661
3581,37,335
3582,37,1217
3583,37,352
3584,37,126
3585,37,126
3586,37,32
3587,37,32
3588,37,82
3589,37,20
3590,37,20
3591,37,1260
3592,37,45
3593,37,58
3594,37,4
3595,37,188
3596,37,132
3597,37,36
3598,37,107
3599,37,255
3600,37,81
3601,37,535
3602,37,8
3603,37,13
3604,37,13
3605,37,13
3606,37,35
3607,37,35
3608,37,35
3609,37,28
3610,37,209
3611,37,346
3612,37,22
3613,37,21
3614,37,21
3615,37,54
3616,37,110
3617,37,84
3618,37,580
3619,37,331
3620,37,280
3621,37,78
3622,37,78
3623,37,27
3624,37,162
3625,37,156
3626,37,24
3627,37,69
3628,37,89
3629,37,16
3630,37,79
3631,37,1241
3632,37,96
3633,37,347
3634,37,62
3635,37,14
3636,37,85
3637,37,23
3638,37,1349
3639,37,41
3640,37,127
3641,37,350
3642,37,10
3643,37,33
3644,37,6
3645,37,38
10101,37,930
3646,38,60
3647,38,60
3648,38,1239
3649,38,73
3650,38,73
3651,38,27
3652,38,27
3653,38,27
3654,38,27
3655,38,30
3656,38,30
3657,38,30
3658,38,30
3659,38,117
3660,38,25
3661,38,25
3662,38,25
3663,38,728
3664,38,92
3665,38,22
3666,38,16
3667,38,16
3668,38,1242
3669,38,33
3670,38,33
3671,38,65
3672,38,766
3673,38,24
3674,38,376
3675,38,958
3676,38,345
3677,38,330
3678,38,175
3679,38,21
3680,38,21
3681,38,69
3682,38,9
3683,38,2
3684,38,46
3685,38,64
3686,38,64
3687,38,740
3688,38,1152
3689,38,31
3690,38,31
3691,38,40
3692,38,40
3693,38,40
3694,38,40
3695,38,984
3696,38,540
3697,38,741
3698,38,1043
3699,38,58
3700,38,72
3701,38,138
3702,38,43
3703,38,12
3704,38,51
3705,38,201
3706,38,36
3707,38,41
3708,38,71
3709,38,163
3710,38,120
3711,38,63
3712,38,87
3713,38,353
3714,38,335
3715,38,19
3716,38,29
3717,38,29
3718,38,152
3719,38,619
3720,38,10
3721,38,102
3722,38,18
3723,38,53
3724,38,15
3725,38,47
3726,38,1021
3727,38,88
3728,38,119
3729,38,231
3730,39,38
3731,39,373
3732,39,13
3733,39,13
3734,39,13
3735,39,112
3736,39,81
3737,39,29
3738,39,29
3739,39,17
3740,39,17
3741,39,17
3742,39,114
3743,39,31
3744,39,92
3745,39,11
3746,39,11
3747,39,11
3748,39,447
3749,39,3
3750,39,4
3751,39,117
3752,39,111
3753,39,10
3754,39,10
3755,39,546
3756,39,24
3757,39,24
3758,39,177
3759,39,183
3760,39,246
3761,39,100
3762,39,292
3763,39,15
3764,39,1057
3765,39,133
3766,39,133
3767,39,1042
3768,39,52
3769,39,57
3770,39,57
3771,39,9
3772,39,9
3773,39,118
3774,39,778
3775,39,87
3776,39,195
3777,39,108
3778,39,51
3779,39,46
3780,39,44
3781,39,1327
3782,39,543
3783,39,91
3784,39,33
3785,39,33
3786,39,306
3787,39,18
3788,39,21
3789,39,21
3790,39,1
3791,39,122
3792,39,720
3793,39,19
3794,39,301
3795,39,30
3796,39,68
3797,39,68
3798,39,2
3799,39,32
3800,39,152
3801,39,45
3802,39,709
3803,39,67
3804,39,268
3805,39,992
3806,39,37
3807,39,53
3808,39,1350
3809,39,61
3810,39,27
3811,39,27
3812,39,113
3813,39,170
3814,39,387
10216,39,758
3815,40,94
3816,40,94
3817,40,218
3818,40,35
3819,40,6
3820,40,6
3821,40,6
3822,40,6
3823,40,50
3824,40,119
3825,40,14
3826,40,14
3827,40,318
3828,40,318
3829,40,44
3830,40,153
3831,40,175
3832,40,161
3833,40,36
3834,40,19
3835,40,7
3836,40,7
3837,40,24
3838,40,24
3839,40,18
3840,40,18
3841,40,25
3842,40,22
3843,40,22
3844,40,22
3845,40,53
3846,40,53
3847,40,56
3848,40,616
3849,40,26
3850,40,324
3851,40,766
3852,40,30
3853,40,33
3854,40,55
3855,40,55
3856,40,23
3857,40,23
3858,40,23
3859,40,2
3860,40,13
3861,40,63
3862,40,1021
3863,40,329
3864,40,135
3865,40,167
3866,40,120
3867,40,37
3868,40,75
3869,40,333
3870,40,28
3871,40,28
3872,40,1375
3873,40,39
3874,40,39
3875,40,112
3876,40,15
3877,40,74
3878,40,16
3879,40,16
3880,40,79
3881,40,264
3882,40,60
3883,40,61
3884,40,21
3885,40,232
3886,40,1207
3887,40,249
3888,40,337
3889,40,225
3890,40,1175
3891,40,242
3892,40,42
3893,40,31
3894,40,1002
3895,40,66
3896,40,1180
3897,40,20
3898,40,96
3899,40,89
3900,41,974
3901,41,894
3902,41,259
3903,41,34
3904,41,34
3905,41,34
3906,41,158
3907,41,158
3908,41,108
3909,41,755
3910,41,74
3911,41,160
3912,41,30
3913,41,30
3914,41,30
3915,41,30
3916,41,287
3917,41,31
3918,41,31
3919,41,343
3920,41,44
3921,41,44
3922,41,13
3923,41,67
3924,41,48
3925,41,8
3926,41,8
3927,41,125
3928,41,12
3929,41,1018
3930,41,28
3931,41,94
3932,41,17
3933,41,17
3934,41,359
3935,41,19
3936,41,19
3937,41,19
3938,41,729
3939,41,22
3940,41,57
3941,41,52
3942,41,52
3943,41,231
3944,41,16
3945,41,65
3946,41,65
3947,41,36
3948,41,36
3949,41,26
3950,41,26
3951,41,47
3952,41,49
3953,41,1073
3954,41,579
3955,41,167
3956,41,329
3957,41,304
3958,41,1020
3959,41,2
3960,41,114
3961,41,25
3962,41,25
3963,41,32
3964,41,133
3965,41,21
3966,41,767
3967,41,46
3968,41,15
3969,41,18
3970,41,20
3971,41,20
3972,41,1159
3973,41,1038
3974,41,23
3975,41,1202
3976,41,140
3977,41,51
3978,41,360
3979,41,9
3980,41,361
3981,41,35
3982,41,53
3983,41,45
3984,41,127
3985,41,734
9724,41,530
3986,42,50
3987,42,108
3988,42,48
3989,42,28
3990,42,28
3991,42,294
3992,42,22
3993,42,22
3994,42,22
3995,42,16
3996,42,448
3997,42,1344
3998,42,148
3999,42,36
4000,42,46
4001,42,1060
4002,42,39
4003,42,135
4004,42,969
4005,42,31
4006,42,31
4007,42,312
4008,42,23
4009,42,965
4010,42,327
4011,42,550
4012,42,32
4013,42,54
4014,42,59
4015,42,731
4016,42,966
4017,42,15
4018,42,33
4019,42,33
4020,42,33
4021,42,240
4022,42,41
4023,42,41
4024,42,61
4025,42,29
4026,42,26
4027,42,449
4028,42,25
4029,42,1053
4030,42,172
4031,42,8
4032,42,30
4033,42,164
4034,42,13
4035,42,11
4036,42,736
4037,42,155
4038,42,648
4039,42,10
4040,42,10
4041,42,43
4042,42,97
4043,42,44
4044,42,300
4045,42,737
4046,42,273
4047,42,302
4048,42,19
4049,42,374
4050,42,14
